cell	genome	status	n_tasks	n_failed	n_aborted	n_superseded	n_unresolved	task_time_hours_sum	wall_clock_hours	cpu_hours_sum	peak_rss_gb_max	rss_field	overhead_task_time_hours_sum	overhead_cpu_hours_sum	attempts	cpus	queues	accession	phylum	genome_size_mb	cpu_hours_per_mb	task_time_hours_per_mb
v1.8.17_conda	Pneumocystis_murina_B123	success	1	0	0	0	0	0.5		2.541	3.5	rss	0.0	0.0				GCF_000349005.2	Ascomycota	7.5	0.3388	0.06667
v1.8.17_conda	Rhizopus_microsporus_ATCC_52813	success	1	0	0	0	0	0.3469		1.5064	3.4	rss	0.0	0.0				GCF_002708625.1	Mucoromycota	26.0	0.05794	0.01334
v1.8.17_conda	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	5.5922		12.4379	4.5	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.61574	0.27684
v1.8.17_conda	Saccharomyces_cerevisiae_S288C	success	2	25	0	1	0	0.6561		2.5145	2.8	rss	25.2867	10.5681				GCF_000146045.2	Ascomycota	12.1	0.20781	0.05422
v1.8.17_conda	Schizophyllum_commune_H4-8	success	2	0	0	0	0	9.4603		24.347	14.0	rss	0.0	0.0				GCF_000143185.2	Basidiomycota	38.7	0.62912	0.24445
v1.8.17_conda	Sclerotinia_sclerotiorum_1980	success	1	0	0	0	0	5.3533		25.6103	3.5	rss	0.0	0.0				GCF_000146945.2	Ascomycota	38.3	0.66868	0.13977
v1.8.17_conda	Spizellomyces_punctatus_+1_more	success	1	0	0	0	0	0.0001		0.0	0.003	rss	0.0	0.0								
v1.8.17_conda	Spizellomyces_punctatus_+9_more	success	1	0	0	0	0	0.0001		0.0	0.003	rss	0.0	0.0								
v1.8.17_conda	Spizellomyces_punctatus_DAOM_BR117	success	1	0	0	0	0	0.0098		0.0043	0.103	rss	0.0	0.0				GCF_000182565.1	Chytridiomycota	24.1	0.00018	0.00041
v1.8.17_conda	Talaromyces_marneffei_ATCC_18224	success	1	0	0	0	0	5.9625		29.574	10.0	rss	0.0	0.0				GCF_000001985.1	Ascomycota	28.6	1.03406	0.20848
v1.8.17_conda	Tilletiaria_anomala_UBC_951	success	1	0	0	0	0	7.1525		16.6439	2.2	rss	0.0	0.0				GCF_000711695.1	Basidiomycota	18.7	0.89005	0.38249
v1.8.17_conda	Tilletiopsis_washingtonensis_MCA_4186	success	2	0	0	0	0	6.8239		16.4181	4.9	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.8733	0.36297
v1.8.17_conda	Trichosporon_asahii_+9_more	success	1	0	0	0	0	0.0002		0.0	0.003	rss	0.0	0.0								
v1.8.17_conda	Umbelopsis_ramanniana_AG	success	2	29	0	1	0	0.9639		3.2556	4.1	rss	22.0661	22.2936				GCF_025399195.1	Mucoromycota	23.1	0.14094	0.04173
v1.8.17_conda	Wallemia_mellicola_+4_more	success	1	0	0	0	0	0.0001		0.0	0.003	rss	0.0	0.0								
v1.8.17_conda	Yarrowia_lipolytica_CLIB122	success	2	0	0	1	0	4.1706		22.0892	5.4	rss	9.5197	24.4562				GCF_000002525.2	Ascomycota	20.5	1.07752	0.20344
v1.8.17_conda	Zygosaccharomyces_rouxii_CBS_732	success	2	0	0	0	0	1.8756		7.5232	4.3	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.76767	0.19138
v1.9.0-beta12_container	-	success	4	0	0	2	0	0.0016		0.0007	0.145	rss	0.0	0.0								
v1.9.0-beta12_container	Allomyces_macrogynus	success	1	0	0	0	0	1.0314		12.0538	2.1	rss	0.0	0.0								
v1.9.0-beta12_container	Allomyces_macrogynus_ATCC_38327	success	3	0	0	0	0	1.9178		8.6278	9.9	rss	0.0	0.0				GCA_000151295.1	Blastocladiomycota	57.1	0.1511	0.03359
v1.9.0-beta12_container	Aspergillus_fumigatus	success	1	0	0	0	0	0.7925		9.0519	3.1	rss	0.0	0.0								
v1.9.0-beta12_container	Aspergillus_fumigatus_Af293	success	3	0	0	0	0	1.215		4.8545	19.9	rss	0.0	0.0				GCF_000002655.1	Ascomycota	29.4	0.16512	0.04133
v1.9.0-beta12_container	Batrachochytrium_dendrobatidis	success	1	0	0	0	0	1.1469		13.8127	11.0	rss	0.0	0.0								
v1.9.0-beta12_container	Batrachochytrium_dendrobatidis_JAM81	success	3	0	0	0	0	1.3194		5.7138	4.8	rss	0.0	0.0				GCF_000203795.2	Chytridiomycota	23.8	0.24008	0.05544
v1.9.0-beta12_container	Botrytis_cinerea	success	1	0	0	0	0	0.9811		12.4788	2.4	rss	0.0	0.0								
v1.9.0-beta12_container	Botrytis_cinerea_B05.10	success	3	0	0	0	0	1.4876		6.4598	10.8	rss	0.0	0.0				GCF_000143535.2	Ascomycota	42.6	0.15164	0.03492
v1.9.0-beta12_container	Chaetomium_globosum	success	1	0	0	0	0	0.0		0.0	0.0		0.0	0.0								
v1.9.0-beta12_container	Chaetomium_globosum_CBS_148.51	success	3	0	0	1	0	4.0556		21.3701	16.2	rss	0.8194	5.074				GCF_000143365.1	Ascomycota	34.3	0.62304	0.11824
v1.9.0-beta12_container	Cryptococcus_neoformans	success	1	0	0	0	0	0.6244		7.8549	2.1	rss	0.0	0.0								
v1.9.0-beta12_container	Cryptococcus_neoformans_H99	success	3	0	0	0	0	1.4219		4.4642	7.2	rss	0.0	0.0				GCF_000149245.1	Basidiomycota	18.9	0.2362	0.07523
v1.9.0-beta12_container	Fusarium_verticillioides	success	1	0	0	0	0	1.1214		13.8604	3.5	rss	0.0	0.0								
v1.9.0-beta12_container	Fusarium_verticillioides_7600	success	3	0	0	0	0	1.9825		8.0178	8.8	rss	0.0	0.0				GCF_000149555.1	Ascomycota	41.8	0.19181	0.04743
v1.9.0-beta12_container	Malassezia_globosa	success	1	0	0	0	0	0.2897		3.4958	1.5	rss	0.0	0.0								
v1.9.0-beta12_container	Malassezia_globosa_CBS_7966	success	3	0	0	0	0	0.6468		2.1681	2.6	rss	0.0	0.0				GCF_000181695.2	Basidiomycota	9.0	0.24089	0.07187
v1.9.0-beta12_container	Pneumocystis_murina_B123	success	2	0	0	0	0	0.7282		4.6588	2.9	rss	0.0	0.0				GCF_000349005.2	Ascomycota	7.5	0.62117	0.09709
v1.9.0-beta12_container	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	1.1292		6.9963	4.0	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.34635	0.0559
v1.9.0-beta12_container	Saccharomyces_cerevisiae	success	1	0	0	0	0	0.2903		3.6537	1.7	rss	0.0	0.0								
v1.9.0-beta12_container	Saccharomyces_cerevisiae_S288C	success	3	0	0	0	0	0.5195		2.0274	3.3	rss	0.0	0.0				GCF_000146045.2	Ascomycota	12.1	0.16755	0.04294
v1.9.0-beta12_container	Schizophyllum_commune	success	1	0	0	0	0	0.7325		9.2808	2.6	rss	0.0	0.0								
v1.9.0-beta12_container	Schizophyllum_commune_H4-8	success	3	0	0	0	0	1.0154		4.9742	6.5	rss	0.0	0.0				GCF_000143185.2	Basidiomycota	38.7	0.12853	0.02624
v1.9.0-beta12_container	Tilletiopsis_washingtonensis	success	1	0	0	0	0	0.0028		0.0174	0.176	rss	0.0	0.0								
v1.9.0-beta12_container	Tilletiopsis_washingtonensis_MCA_4186	success	3	0	0	0	0	2.3817		11.4738	4.3	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.61031	0.12669
v1.9.0-beta12_container	Umbelopsis_ramanniana	success	1	0	0	0	0	0.7589		9.6182	2.0	rss	0.0	0.0								
v1.9.0-beta12_container	Umbelopsis_ramanniana_AG	success	3	0	0	0	0	0.9038		3.595	3.7	rss	0.0	0.0				GCF_025399195.1	Mucoromycota	23.1	0.15563	0.03912
v1.9.0-beta12_container	Yarrowia_lipolytica	success	1	0	0	0	0	0.7461		9.3495	1.7	rss	0.0	0.0								
v1.9.0-beta12_container	Yarrowia_lipolytica_CLIB122	success	3	0	0	0	0	0.7076		2.7466	3.8	rss	0.0	0.0				GCF_000002525.2	Ascomycota	20.5	0.13398	0.03452
v1.9.0-beta12_container	Zygosaccharomyces_rouxii	success	1	0	0	0	0	0.2247		2.6789	2.6	rss	0.0	0.0								
v1.9.0-beta12_container	Zygosaccharomyces_rouxii_CBS_732	success	3	0	0	0	0	0.4479		1.6533	3.5	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.1687	0.04571
v1.9.0-beta12_container_rust	-	success	4	0	0	2	0	0.0018		0.0007	0.029	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Allomyces_macrogynus	success	1	0	0	0	0	1.0161		13.0011	2.3	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Allomyces_macrogynus_ATCC_38327	success	3	0	0	0	0	1.4941		6.8292	9.4	rss	0.0	0.0				GCA_000151295.1	Blastocladiomycota	57.1	0.1196	0.02617
v1.9.0-beta12_container_rust	Aspergillus_fumigatus	success	1	0	0	0	0	0.8658		10.9658	3.6	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Aspergillus_fumigatus_Af293	success	3	0	0	0	0	1.2281		4.7728	3.7	rss	0.0	0.0				GCF_000002655.1	Ascomycota	29.4	0.16234	0.04177
v1.9.0-beta12_container_rust	Batrachochytrium_dendrobatidis	success	1	0	0	0	0	0.9856		12.2071	11.1	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Batrachochytrium_dendrobatidis_JAM81	success	3	0	0	0	0	0.8236		3.0409	4.3	rss	0.0	0.0				GCF_000203795.2	Chytridiomycota	23.8	0.12777	0.03461
v1.9.0-beta12_container_rust	Botrytis_cinerea	success	1	0	0	0	0	1.1864		13.8452	2.5	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Botrytis_cinerea_B05.10	success	3	0	0	0	0	1.5426		5.8246	3.9	rss	0.0	0.0				GCF_000143535.2	Ascomycota	42.6	0.13673	0.03621
v1.9.0-beta12_container_rust	Chaetomium_globosum	success	1	0	0	0	0	0.0		0.0	0.003	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Chaetomium_globosum_CBS_148.51	success	3	0	0	2	0	3.2753		16.5316	2.9	rss	1.0564	5.6035				GCF_000143365.1	Ascomycota	34.3	0.48197	0.09549
v1.9.0-beta12_container_rust	Cryptococcus_neoformans	success	1	0	0	0	0	0.6931		8.3971	2.2	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Cryptococcus_neoformans_H99	success	3	0	0	0	0	0.9273		2.9119	3.9	rss	0.0	0.0				GCF_000149245.1	Basidiomycota	18.9	0.15407	0.04906
v1.9.0-beta12_container_rust	Fusarium_verticillioides	success	1	0	0	0	0	1.0383		11.9118	3.5	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Fusarium_verticillioides_7600	success	3	0	0	0	0	1.1407		4.5198	9.6	rss	0.0	0.0				GCF_000149555.1	Ascomycota	41.8	0.10813	0.02729
v1.9.0-beta12_container_rust	Malassezia_globosa	success	1	0	0	0	0	0.2544		3.2271	1.6	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Malassezia_globosa_CBS_7966	success	3	0	0	0	0	0.4763		1.4378	2.4	rss	0.0	0.0				GCF_000181695.2	Basidiomycota	9.0	0.15976	0.05292
v1.9.0-beta12_container_rust	Pneumocystis_murina_B123	success	2	0	0	0	0	0.84		5.4613	2.8	rss	0.0	0.0				GCF_000349005.2	Ascomycota	7.5	0.72817	0.112
v1.9.0-beta12_container_rust	Rhodotorula_toruloides_NP11	success	2	0	0	0	0	0.8276		5.1762	4.0	rss	0.0	0.0				GCF_000320785.1	Basidiomycota	20.2	0.25625	0.04097
v1.9.0-beta12_container_rust	Saccharomyces_cerevisiae	success	1	0	0	0	0	0.3594		4.3457	1.7	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Saccharomyces_cerevisiae_S288C	success	3	0	0	0	0	0.5415		2.0661	3.2	rss	0.0	0.0				GCF_000146045.2	Ascomycota	12.1	0.17075	0.04475
v1.9.0-beta12_container_rust	Schizophyllum_commune	success	1	0	0	0	0	0.75		9.4485	2.6	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Schizophyllum_commune_H4-8	success	3	0	0	0	0	0.6381		2.8889	4.3	rss	0.0	0.0				GCF_000143185.2	Basidiomycota	38.7	0.07465	0.01649
v1.9.0-beta12_container_rust	Tilletiopsis_washingtonensis	success	1	0	0	0	0	0.6083		7.1309	1.7	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Tilletiopsis_washingtonensis_MCA_4186	success	3	0	0	0	0	0.93		3.1222	4.2	rss	0.0	0.0				GCF_003144115.1	Basidiomycota	18.8	0.16607	0.04947
v1.9.0-beta12_container_rust	Umbelopsis_ramanniana	success	1	0	0	0	0	0.6456		8.0404	2.2	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Umbelopsis_ramanniana_AG	success	3	0	0	0	0	0.7569		2.8712	3.0	rss	0.0	0.0				GCF_025399195.1	Mucoromycota	23.1	0.12429	0.03277
v1.9.0-beta12_container_rust	Yarrowia_lipolytica	success	1	0	0	0	0	0.9789		11.7114	1.7	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Yarrowia_lipolytica_CLIB122	success	3	0	0	0	0	0.5184		2.1469	3.7	rss	0.0	0.0				GCF_000002525.2	Ascomycota	20.5	0.10473	0.02529
v1.9.0-beta12_container_rust	Zygosaccharomyces_rouxii	success	1	0	0	0	0	0.2106		2.6284	2.6	rss	0.0	0.0								
v1.9.0-beta12_container_rust	Zygosaccharomyces_rouxii_CBS_732	success	3	0	0	0	0	0.3752		1.384	3.5	rss	0.0	0.0				GCF_000026365.1	Ascomycota	9.8	0.14122	0.03829
v1.9.0-rc1_conda	-	success	4	0	0	0	0	0.0256		0.0232	0.133	rss	0.0	0.0								
v1.9.0-rc1_conda	Allomyces_macrogynus	success	1	0	0	0	0	0.0194		0.1603	2.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Allomyces_macrogynus_ATCC_38327	success	3	0	0	0	0	7.112		35.5608	3.3	rss	0.0	0.0				GCA_000151295.1	Blastocladiomycota	57.1	0.62278	0.12455
v1.9.0-rc1_conda	Aspergillus_clavatus_NRRL_1	success	2	0	0	0	0	1.5859		10.2153	10.6	rss	0.0	0.0				GCF_000002715.2	Ascomycota	27.9	0.36614	0.05684
v1.9.0-rc1_conda	Aspergillus_fumigatus	success	1	0	0	0	0	0.02		0.241	2.4	rss	0.0	0.0								
v1.9.0-rc1_conda	Aspergillus_fumigatus_Af293	success	3	0	0	0	0	11.0978		25.2907	12.7	rss	0.0	0.0				GCF_000002655.1	Ascomycota	29.4	0.86023	0.37748
v1.9.0-rc1_conda	Batrachochytrium_dendrobatidis	success	1	0	0	0	0	0.1586		2.0659	6.7	rss	0.0	0.0								
v1.9.0-rc1_conda	Batrachochytrium_dendrobatidis_JAM81	success	3	0	0	0	0	9.3759		30.21	6.3	rss	0.0	0.0				GCF_000203795.2	Chytridiomycota	23.8	1.26933	0.39394
v1.9.0-rc1_conda	Blastomyces_dermatitidis_ER-3	success	2	0	0	0	0	2.6365		11.6136	19.9	rss	0.0	0.0				GCF_000003525.1	Ascomycota	66.6	0.17438	0.03959
v1.9.0-rc1_conda	Botrytis_cinerea	success	1	0	0	0	0	0.0233		0.2592	2.5	rss	0.0	0.0								
v1.9.0-rc1_conda	Botrytis_cinerea_B05.10	success	3	0	0	0	0	6.639		37.7624	13.7	rss	0.0	0.0				GCF_000143535.2	Ascomycota	42.6	0.88644	0.15585
v1.9.0-rc1_conda	Chaetomium_globosum	success	1	0	0	0	0	0.0428		0.5224	2.7	rss	0.0	0.0								
v1.9.0-rc1_conda	Chaetomium_globosum_CBS_148.51	success	3	1	0	0	0	1.7884		7.5247	13.4	rss	0.55	0.0				GCF_000143365.1	Ascomycota	34.3	0.21938	0.05214
v1.9.0-rc1_conda	Cokeromyces_recurvatus	success	1	0	0	0	0	0.0347		0.3696	2.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Cokeromyces_recurvatus_NRRL_2243	success	3	0	0	0	0	9.1723		30.8761	6.4	rss	0.0	0.0				GCF_025118155.1	Mucoromycota	28.1	1.0988	0.32642
v1.9.0-rc1_conda	Colletotrichum_graminicola	success	1	0	0	0	0	0.0442		0.469	3.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Colletotrichum_graminicola_M1.001	success	3	0	0	0	0	8.6251		41.3834	5.5	rss	0.0	0.0				GCF_000149035.1	Ascomycota	51.6	0.802	0.16715
v1.9.0-rc1_conda	Cryptococcus_deneoformans	success	1	0	0	0	0	0.0269		0.3377	3.1	rss	0.0	0.0								
v1.9.0-rc1_conda	Cryptococcus_deneoformans_JEC21	success	3	0	0	0	0	10.2119		24.0517	5.7	rss	0.0	0.0				GCF_000091045.1	Basidiomycota	19.1	1.25925	0.53465
v1.9.0-rc1_conda	Cryptococcus_neoformans	success	1	0	0	0	0	0.0211		0.2512	2.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Cryptococcus_neoformans_H99	success	3	0	0	0	0	5.0429		19.3039	9.0	rss	0.0	0.0				GCF_000149245.1	Basidiomycota	18.9	1.02137	0.26682
v1.9.0-rc1_conda	Cystobasidium_minutum_MCA_4210	success	2	0	0	0	0	1.2078		5.7753	15.0	rss	0.0	0.0				GCF_039999085.1	Basidiomycota	20.8	0.27766	0.05807
v1.9.0-rc1_conda	Dactylellina_haptotyla_CBS_200.50	success	2	0	0	0	0	1.1409		5.363	2.4	rss	0.0	0.0				GCF_000441935.1	Ascomycota	39.5	0.13577	0.02888
v1.9.0-rc1_conda	Drepanopeziza_brunnea	success	1	0	0	0	0	0.0289		0.396	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda	Drepanopeziza_brunnea_MB_m1	success	3	1	0	0	0	0.6016		3.6242	8.1	rss	0.55	0.0				GCF_000298775.1	Ascomycota	51.9	0.06983	0.01159
v1.9.0-rc1_conda	Eremothecium_gossypii_ATCC_10895	success	2	0	0	0	0	3.356		9.8776	3.9	rss	0.0	0.0				GCF_000091025.4	Ascomycota	9.1	1.08545	0.36879
v1.9.0-rc1_conda	Fusarium_oxysporum	success	1	0	0	0	0	0.0864		1.0533	5.6	rss	0.0	0.0								
v1.9.0-rc1_conda	Fusarium_oxysporum_4287	success	3	1	0	0	0	0.9714		5.4999	7.2	rss	0.55	0.0				GCF_000149955.1	Ascomycota	61.4	0.08957	0.01582
v1.9.0-rc1_conda	Fusarium_verticillioides	success	1	0	0	0	0	0.0339		0.414	3.5	rss	0.0	0.0								
v1.9.0-rc1_conda	Fusarium_verticillioides_7600	success	3	0	0	0	0	7.5636		38.6591	14.3	rss	0.0	0.0				GCF_000149555.1	Ascomycota	41.8	0.92486	0.18095
v1.9.0-rc1_conda	Gaeumannomyces_tritici	success	1	0	0	0	0	0.0208		0.2857	2.6	rss	0.0	0.0								
v1.9.0-rc1_conda	Gaeumannomyces_tritici_R3-111a-1	success	3	0	0	0	0	7.0667		38.4796	4.6	rss	0.0	0.0				GCF_000145635.1	Ascomycota	43.6	0.88256	0.16208
v1.9.0-rc1_conda	Kluyveromyces_lactis	success	1	0	0	0	0	0.0114		0.1407	1.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Kluyveromyces_lactis_NRRL_Y-1140	success	3	0	0	0	0	2.5298		7.9221	7.5	rss	0.0	0.0				GCF_000002515.2	Ascomycota	10.7	0.74039	0.23643
v1.9.0-rc1_conda	Laccaria_bicolor_S238N-H82	success	2	0	0	0	0	3.0462		14.461	4.6	rss	0.0	0.0				GCF_000143565.1	Basidiomycota	64.9	0.22282	0.04694
v1.9.0-rc1_conda	Lachancea_thermotolerans	success	1	0	0	0	0	0.0086		0.1015	1.1	rss	0.0	0.0								
v1.9.0-rc1_conda	Lachancea_thermotolerans_CBS_6340	success	3	1	0	0	0	0.3507		1.9275	5.0	rss	0.55	0.0				GCF_000142805.1	Ascomycota	10.4	0.18534	0.03372
v1.9.0-rc1_conda	Leptographium_clavigerum_kw1407	success	2	0	0	0	0	1.8354		11.2705	5.6	rss	0.0	0.0				GCF_000143105.1	Ascomycota	29.8	0.37821	0.06159
v1.9.0-rc1_conda	Letharia_columbiana_WasteWater2	success	2	0	0	0	0	1.125		6.0264	2.5	rss	0.0	0.0				GCF_014066305.1	Ascomycota	52.3	0.11523	0.02151
v1.9.0-rc1_conda	Lipomyces_tetrasporus	success	1	0	0	0	0	0.0406		0.5005	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda	Lipomyces_tetrasporus_NRRL_Y-64009	success	3	1	0	0	0	1.2282		4.1391	8.1	rss	0.55	0.0				GCF_029532465.1	Ascomycota	20.8	0.199	0.05905
v1.9.0-rc1_conda	Malassezia_globosa	success	1	0	0	0	0	0.0098		0.1179	1.5	rss	0.0	0.0								
v1.9.0-rc1_conda	Malassezia_globosa_CBS_7966	success	3	0	0	0	0	3.7513		10.1244	6.0	rss	0.0	0.0				GCF_000181695.2	Basidiomycota	9.0	1.12493	0.41681
v1.9.0-rc1_conda	Malassezia_sympodialis	success	1	0	0	0	0	0.0124		0.1081	0.755	rss	0.0	0.0								
v1.9.0-rc1_conda	Malassezia_sympodialis_ATCC_42132	success	3	0	0	0	0	1.6344		8.6166	2.7	rss	0.0	0.0				GCF_000349305.1	Basidiomycota	7.7	1.11904	0.21225
v1.9.0-rc1_conda	Mixia_osmundae_IAM_14324	success	2	0	0	0	0	1.5007		4.992	3.6	rss	0.0	0.0				GCF_000708205.1	Basidiomycota	13.6	0.36706	0.11035
v1.9.0-rc1_conda	Morchella_importuna	success	1	0	0	0	0	0.0653		0.9023	6.7	rss	0.0	0.0								
v1.9.0-rc1_conda	Morchella_importuna_M04M26	success	2	2	0	0	0	3.6496		19.669	9.6	rss,peak_rss	0.1364	0.0	1	8	epyc	GCF_003444635.1	Ascomycota	50.9	0.38642	0.0717
v1.9.0-rc1_conda	Morchella_sextelata	success	1	0	0	0	0	0.0603		0.7441	4.2	rss	0.0	0.0								
v1.9.0-rc1_conda	Morchella_sextelata_SCLS	success	3	0	0	0	0	9.6043		57.7863	23.9	rss	0.0	0.0				GCF_020137385.1	Ascomycota	53.6	1.0781	0.17919
v1.9.0-rc1_conda	Mucor_mucedo	success	1	0	0	0	0	0.0211		0.2251	2.3	rss	0.0	0.0								
v1.9.0-rc1_conda	Mucor_mucedo_NRRL_3635	success	3	0	0	0	0	11.2469		32.0009	4.4	rss	0.0	0.0				GCF_025094135.1	Mucoromycota	46.1	0.69416	0.24397
v1.9.0-rc1_conda	Nakaseomyces_glabratus_CBS_138	success	2	0	0	0	0	1.0184		4.9976	5.6	rss	0.0	0.0				GCF_000002545.3	Ascomycota	12.3	0.40631	0.0828
v1.9.0-rc1_conda	Orbilia_oligospora	success	1	0	0	0	0	0.0217		0.2818	2.8	rss	0.0	0.0								
v1.9.0-rc1_conda	Orbilia_oligospora_ATCC_24927	success	3	0	0	0	0	17.5322		36.1457	9.8	rss	0.0	0.0				GCF_000225545.1	Ascomycota	40.1	0.90139	0.43721
v1.9.0-rc1_conda	Parastagonospora_nodorum	success	1	0	0	0	0	0.0297		0.3849	3.9	rss	0.0	0.0								
v1.9.0-rc1_conda	Parastagonospora_nodorum_SN15	success	3	0	0	0	0	16.6934		33.627	4.3	rss	0.0	0.0				GCF_000146915.1	Ascomycota	37.2	0.90395	0.44875
v1.9.0-rc1_conda	Phycomyces_blakesleeanus	success	1	0	0	0	0	0.0247		0.2933	2.9	rss	0.0	0.0								
v1.9.0-rc1_conda	Phycomyces_blakesleeanus_NRRL_1555_-	success	3	0	0	0	0	17.3724		50.3114	12.5	rss	0.0	0.0				GCF_001638985.1	Mucoromycota	53.9	0.93342	0.32231
v1.9.0-rc1_conda	Pneumocystis_murina_B123	success	2	0	0	0	0	1.1692		3.813	1.9	rss	0.0	0.0				GCF_000349005.2	Ascomycota	7.5	0.5084	0.15589
