cell	genome	accession	phylum	refseq_annotation_release	query_gff3	query_gene_count	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	busco_n	ref_gff3	ref_gene_count	gffcompare_base_level_sensitivity	gffcompare_base_level_precision	gffcompare_exon_level_sensitivity	gffcompare_exon_level_precision	gffcompare_intron_level_sensitivity	gffcompare_intron_level_precision	gffcompare_intron_chain_level_sensitivity	gffcompare_intron_chain_level_precision	gffcompare_transcript_level_sensitivity	gffcompare_transcript_level_precision	gffcompare_locus_level_sensitivity	gffcompare_locus_level_precision	gffcompare_missed_exons_pct	gffcompare_novel_exons_pct	gffcompare_missed_introns_pct	gffcompare_novel_introns_pct	gffcompare_missed_loci_pct	gffcompare_novel_loci_pct	overlap_query_genes	overlap_ref_genes	overlap_query_genes_overlapping_ref	overlap_query_genes_overlap_same_strand	overlap_query_genes_overlap_opposite_strand	overlap_query_genes_no_overlap	overlap_ref_genes_not_recovered	compare_status
v1.8.17_conda	Tilletiopsis_washingtonensis_MCA_4186	GCF_003144115.1	Basidiomycota	legacy	runs/v1.8.17_conda/genome_annotation/Tilletiopsis_washingtonensis_MCA_4186/predict_results/Tilletiopsis_washingtonensis_MCA_4186.gff3	6495	92.0	91.8	0.2	1.8	6.2	1764	results/reference_annotations/.cache/GCF_003144115.1_Tilwa1_genomic.gff	7053	82.7	92.4	72.9	72.2	92.4	89.1	67.3	66.2	59.1	64.2	60.7	64.2	5.1	4.8	4.7	7.9	9.1	3.7	6495	7053	6342	6256	860	153	497	compared
v1.8.17_conda	Umbelopsis_ramanniana_AG	GCF_025399195.1	Mucoromycota	legacy	runs/v1.8.17_conda/genome_annotation/Umbelopsis_ramanniana_AG/predict_results/Umbelopsis_ramanniana_AG.gff3	9363	91.2	89.2	2.0	0.7	8.1	2449	results/reference_annotations/.cache/GCF_025399195.1_Umbra1_genomic.gff	10037	82.0	91.1	70.4	68.2	92.0	86.7	59.9	58.3	52.8	56.7	55.3	56.7	4.8	7.0	5.1	10.3	7.2	4.5	9363	10037	9008	8943	960	355	599	compared
v1.8.17_conda	Yarrowia_lipolytica_CLIB122	GCF_000002525.2	Ascomycota	legacy	runs/v1.8.17_conda/genome_annotation/Yarrowia_lipolytica_CLIB122/predict_results/Yarrowia_lipolytica_CLIB122.gff3	6906	94.7	94.3	0.4	1.7	3.6	2137	results/reference_annotations/.cache/GCF_000002525.2_ASM252v1_genomic.gff	7139	94.3	97.5	70.6	69.2	57.7	44.6	52.2	42.3	75.0	77.7	75.2	77.7	8.3	10.0	35.8	50.3	6.2	3.8	6906	7139	6655	6647	10	251	443	compared
v1.8.17_conda	Zygosaccharomyces_rouxii_CBS_732	GCF_000026365.1	Ascomycota	legacy	runs/v1.8.17_conda/genome_annotation/Zygosaccharomyces_rouxii_CBS_732/predict_results/Zygosaccharomyces_rouxii_CBS_732.gff3	4958	95.6	95.4	0.2	0.8	3.6	2137	results/reference_annotations/.cache/GCF_000026365.1_ASM2636v1_genomic.gff	5323	95.8	99.3	76.9	75.4	45.0	14.2	45.4	14.1	79.4	85.3	79.4	85.3	7.2	2.0	43.2	82.1	6.5	1.1	4958	5323	4914	4904	49	44	310	compared
v1.9.0-beta12_container	Allomyces_macrogynus_ATCC_38327	GCA_000151295.1	Blastocladiomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Allomyces_macrogynus_ATCC_38327/predict_results/Allomyces_macrogynus_ATCC_38327.gff3	16583	85.1	27.8	57.3	2.9	12.0	758	results/reference_annotations/.cache/GCA_000151295.1_A_macrogynus_V3_genomic.gff	19266	75.7	94.7	53.0	54.5	76.7	74.4	44.0	50.6	42.5	51.1	44.0	51.1	13.1	9.6	12.2	15.5	9.4	4.3	16583	19266	15973	15874	939	610	1445	compared
v1.9.0-beta12_container	Aspergillus_fumigatus_Af293	GCF_000002655.1	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Aspergillus_fumigatus_Af293/predict_results/Aspergillus_fumigatus_Af293.gff3	9112	57.5	57.4	0.1	17.5	25.0	3546	results/reference_annotations/.cache/GCF_000002655.1_ASM265v1_genomic.gff	10085	56.9	97.4	22.1	42.3	31.1	90.1	19.9	64.6	26.6	29.5	26.7	29.5	47.4	3.2	67.5	5.5	23.4	2.7	9112	10085	8987	8865	175	125	2286	compared
v1.9.0-beta12_container	Batrachochytrium_dendrobatidis_JAM81	GCF_000203795.2	Chytridiomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Batrachochytrium_dendrobatidis_JAM81/predict_results/Batrachochytrium_dendrobatidis_JAM81.gff3	7590	50.7	50.0	0.7	10.7	38.7	758	results/reference_annotations/.cache/GCF_000203795.2_v1.1_genomic.gff	8386	67.7	82.9	36.0	59.3	40.7	78.4	17.9	43.2	24.8	27.4	24.9	27.4	45.0	12.0	55.5	13.5	26.4	7.7	7590	8386	7114	7013	159	476	2145	compared
v1.9.0-beta12_container	Botrytis_cinerea_B05.10	GCF_000143535.2	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Botrytis_cinerea_B05.10/predict_results/Botrytis_cinerea_B05.10.gff3	10353	63.5	63.5	0.0	11.8	24.7	3234	results/reference_annotations/.cache/GCF_000143535.2_ASM14353v4_genomic.gff	11698	53.3	97.8	17.9	35.1	36.0	98.3	25.7	83.2	24.9	32.9	29.2	32.9	45.4	2.5	62.9	0.6	24.6	4.5	10353	11698	9955	9892	90	398	2840	compared
v1.9.0-beta12_container	Chaetomium_globosum_CBS_148.51	GCF_000143365.1	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Chaetomium_globosum_CBS_148.51/predict_results/Chaetomium_globosum_CBS_148.51.gff3	9696	53.5	53.4	0.1	18.5	28.0	3817	results/reference_annotations/.cache/GCF_000143365.1_ASM14336v1_genomic.gff	11222	62.3	93.2	22.3	45.5	21.5	69.1	12.6	44.7	21.0	24.3	21.0	24.3	52.9	8.0	73.5	11.2	31.3	5.2	9696	11222	9357	9198	184	339	3392	compared
v1.9.0-beta12_container	Chaetomium_globosum_CBS_148.51.evmtest_20260919_2339																																							no_samples_row
v1.9.0-beta12_container	Cryptococcus_neoformans_H99	GCF_000149245.1	Basidiomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Cryptococcus_neoformans_H99/predict_results/Cryptococcus_neoformans_H99.gff3	6970	95.1	95.0	0.1	2.5	2.5	4284	results/reference_annotations/.cache/GCF_000149245.1_CNA3_genomic.gff	8334	67.3	99.1	64.9	72.6	86.3	94.3	49.4	63.5	47.5	62.7	52.4	62.7	11.8	1.1	11.0	3.6	16.4	0.9	6970	8334	6925	6909	1862	45	780	compared
v1.9.0-beta12_container	Fusarium_verticillioides_7600	GCF_000149555.1	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Fusarium_verticillioides_7600/predict_results/Fusarium_verticillioides_7600.gff3	13782	71.2	71.1	0.1	13.7	15.1	3817	results/reference_annotations/.cache/GCF_000149555.1_ASM14955v1_genomic.gff	16286	57.5	98.5	25.7	49.2	41.1	96.2	24.3	83.6	29.8	45.4	38.4	45.4	40.3	1.1	57.7	2.0	23.6	1.0	13782	16286	13714	13643	1541	68	3561	compared
v1.9.0-beta12_container	Malassezia_globosa_CBS_7966	GCF_000181695.2	Basidiomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Malassezia_globosa_CBS_7966/predict_results/Malassezia_globosa_CBS_7966.gff3	3965	59.8	59.6	0.1	10.3	30.0	1764	results/reference_annotations/.cache/GCF_000181695.2_ASM18169v2_genomic.gff	4278	88.7	93.9	40.8	52.9	16.2	35.8	9.2	21.1	60.4	65.2	60.4	65.2	33.3	14.5	81.7	58.1	16.0	7.6	3965	4278	3683	3665	52	282	645	compared
v1.9.0-beta12_container	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3214	66.7	66.6	0.1	3.3	30.0	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	87.9	98.6	71.7	69.4	81.9	76.9	31.1	35.0	32.2	36.8	32.3	36.8	8.9	5.8	8.5	14.1	8.4	0.7	3214	3675	3204	3194	242	10	247	compared
v1.9.0-beta12_container	Rhodotorula_toruloides_NP11.stale_rnaseq_20260920																																							no_samples_row
v1.9.0-beta12_container	Saccharomyces_cerevisiae_S288C	GCF_000146045.2	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Saccharomyces_cerevisiae_S288C/predict_results/Saccharomyces_cerevisiae_S288C.gff3	5545	95.1	93.2	2.0	1.8	3.1	2137	results/reference_annotations/.cache/GCF_000146045.2_R64_genomic.gff	6459	90.6	99.8	75.6	92.0	13.2	70.1	13.1	68.2	80.8	94.4	82.1	94.4	17.1	0.4	84.0	14.9	13.3	0.3	5545	6459	5523	5515	62	22	856	compared
v1.9.0-beta12_container	Schizophyllum_commune_H4-8	GCF_000143185.2	Basidiomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Schizophyllum_commune_H4-8/predict_results/Schizophyllum_commune_H4-8.gff3	12845	92.8	91.9	0.9	1.8	5.4	2898	results/reference_annotations/.cache/GCF_000143185.2_Schco3_genomic.gff	16466	74.3	94.4	62.1	70.3	78.1	86.0	39.4	47.2	36.2	46.4	37.6	46.4	15.9	4.4	14.5	6.5	18.0	1.8	12845	16466	12723	12625	1076	122	2699	compared
v1.9.0-beta12_container	Tilletiopsis_washingtonensis_MCA_4186	GCF_003144115.1	Basidiomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Tilletiopsis_washingtonensis_MCA_4186/predict_results/Tilletiopsis_washingtonensis_MCA_4186.gff3	6189	90.0	89.8	0.2	2.0	8.0	1764	results/reference_annotations/.cache/GCF_003144115.1_Tilwa1_genomic.gff	7053	80.8	92.8	71.8	72.3	90.8	88.5	62.4	65.0	55.6	63.4	57.2	63.4	6.5	4.5	5.3	8.0	10.5	2.8	6189	7053	6079	6013	844	110	555	compared
v1.9.0-beta12_container	Umbelopsis_ramanniana_AG	GCF_025399195.1	Mucoromycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Umbelopsis_ramanniana_AG/predict_results/Umbelopsis_ramanniana_AG.gff3	9223	89.6	87.7	1.9	0.9	9.6	2449	results/reference_annotations/.cache/GCF_025399195.1_Umbra1_genomic.gff	10037	81.6	91.2	70.0	66.9	92.3	85.3	56.6	55.6	49.7	54.1	52.1	54.1	4.5	7.5	4.6	11.7	6.6	4.7	9223	10037	8852	8786	976	371	548	compared
v1.9.0-beta12_container	Yarrowia_lipolytica_CLIB122	GCF_000002525.2	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Yarrowia_lipolytica_CLIB122/predict_results/Yarrowia_lipolytica_CLIB122.gff3	6742	92.2	91.8	0.4	2.7	5.1	2137	results/reference_annotations/.cache/GCF_000002525.2_ASM252v1_genomic.gff	7139	92.7	98.2	69.1	78.7	39.0	70.9	36.3	71.8	78.3	83.1	78.6	83.1	12.9	4.5	58.7	24.7	8.5	2.8	6742	7139	6556	6552	4	186	608	compared
v1.9.0-beta12_container	Zygosaccharomyces_rouxii_CBS_732	GCF_000026365.1	Ascomycota	legacy	runs/v1.9.0-beta12_container/genome_annotation/Zygosaccharomyces_rouxii_CBS_732/predict_results/Zygosaccharomyces_rouxii_CBS_732.gff3	4901	94.9	94.7	0.2	2.0	3.1	2137	results/reference_annotations/.cache/GCF_000026365.1_ASM2636v1_genomic.gff	5323	93.8	99.5	79.2	87.7	11.4	24.8	11.1	24.0	85.3	92.6	85.3	92.6	10.9	1.2	83.6	64.4	8.9	1.0	4901	5323	4857	4850	41	44	436	compared
v1.9.0-beta12_container_rust	Allomyces_macrogynus_ATCC_38327	GCA_000151295.1	Blastocladiomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Allomyces_macrogynus_ATCC_38327/predict_results/Allomyces_macrogynus_ATCC_38327.gff3	15475	83.5	34.7	48.8	3.7	12.8	758	results/reference_annotations/.cache/GCA_000151295.1_A_macrogynus_V3_genomic.gff	19266	70.3	94.7	49.8	54.7	72.0	74.7	41.4	50.9	40.0	51.6	41.4	51.6	18.7	9.5	17.6	15.4	15.3	4.3	15475	19266	14909	14814	890	566	2521	compared
v1.9.0-beta12_container_rust	Aspergillus_fumigatus_Af293	GCF_000002655.1	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Aspergillus_fumigatus_Af293/predict_results/Aspergillus_fumigatus_Af293.gff3	9103	57.2	57.2	0.1	17.6	25.1	3546	results/reference_annotations/.cache/GCF_000002655.1_ASM265v1_genomic.gff	10085	56.8	97.4	22.1	42.3	31.0	90.1	19.7	64.7	26.5	29.4	26.6	29.4	47.6	3.2	67.6	5.6	23.5	2.7	9103	10085	8978	8857	174	125	2294	compared
v1.9.0-beta12_container_rust	Batrachochytrium_dendrobatidis_JAM81	GCF_000203795.2	Chytridiomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Batrachochytrium_dendrobatidis_JAM81/predict_results/Batrachochytrium_dendrobatidis_JAM81.gff3	7601	50.1	49.5	0.7	10.8	39.1	758	results/reference_annotations/.cache/GCF_000203795.2_v1.1_genomic.gff	8386	67.6	82.9	35.9	59.3	40.6	78.6	17.8	43.4	24.6	27.2	24.7	27.2	45.1	11.9	55.7	13.4	26.5	7.9	7601	8386	7116	7013	162	485	2149	compared
v1.9.0-beta12_container_rust	Botrytis_cinerea_B05.10	GCF_000143535.2	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Botrytis_cinerea_B05.10/predict_results/Botrytis_cinerea_B05.10.gff3	10390	63.5	63.5	0.0	11.6	25.0	3234	results/reference_annotations/.cache/GCF_000143535.2_ASM14353v4_genomic.gff	11698	53.4	97.8	17.9	35.0	36.0	98.3	25.6	83.2	24.8	32.7	29.1	32.7	45.3	2.5	63.0	0.6	24.5	4.5	10390	11698	9992	9929	90	398	2820	compared
v1.9.0-beta12_container_rust	Chaetomium_globosum_CBS_148.51	GCF_000143365.1	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Chaetomium_globosum_CBS_148.51/predict_results/Chaetomium_globosum_CBS_148.51.gff3	9627	53.2	53.0	0.1	18.4	28.4	3817	results/reference_annotations/.cache/GCF_000143365.1_ASM14336v1_genomic.gff	11222	62.0	93.2	22.1	45.4	21.3	68.9	12.4	44.4	20.8	24.3	20.8	24.3	53.2	8.1	73.6	11.3	31.6	5.2	9627	11222	9293	9133	186	334	3431	compared
v1.9.0-beta12_container_rust	Chaetomium_globosum_CBS_148.51.evmtest_seeded_20260919_2338																																							no_samples_row
v1.9.0-beta12_container_rust	Cryptococcus_neoformans_H99	GCF_000149245.1	Basidiomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Cryptococcus_neoformans_H99/predict_results/Cryptococcus_neoformans_H99.gff3	6984	95.3	95.3	0.1	2.5	2.2	4284	results/reference_annotations/.cache/GCF_000149245.1_CNA3_genomic.gff	8334	67.3	99.1	64.9	72.6	86.3	94.3	49.5	63.6	47.7	62.7	52.6	62.7	11.8	1.1	11.0	3.6	16.4	0.9	6984	8334	6936	6920	1867	48	770	compared
v1.9.0-beta12_container_rust	Fusarium_verticillioides_7600	GCF_000149555.1	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Fusarium_verticillioides_7600/predict_results/Fusarium_verticillioides_7600.gff3	13768	71.0	70.9	0.1	13.8	15.2	3817	results/reference_annotations/.cache/GCF_000149555.1_ASM14955v1_genomic.gff	16286	57.3	98.5	25.7	49.2	41.0	96.1	24.2	83.4	29.7	45.2	38.3	45.2	40.4	1.1	57.7	2.0	23.7	1.0	13768	16286	13702	13633	1536	66	3573	compared
v1.9.0-beta12_container_rust	Malassezia_globosa_CBS_7966	GCF_000181695.2	Basidiomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Malassezia_globosa_CBS_7966/predict_results/Malassezia_globosa_CBS_7966.gff3	3974	60.3	60.1	0.1	10.3	29.5	1764	results/reference_annotations/.cache/GCF_000181695.2_ASM18169v2_genomic.gff	4278	88.9	93.9	41.1	53.0	16.9	36.5	9.8	22.1	60.6	65.3	60.6	65.3	33.1	14.6	81.1	57.5	15.9	7.6	3974	4278	3687	3670	50	287	643	compared
v1.9.0-beta12_container_rust	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3212	67.1	67.1	0.1	3.3	29.6	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	87.9	98.6	71.8	69.5	82.0	77.0	31.4	35.4	32.5	37.1	32.6	37.1	8.9	5.9	8.5	14.1	8.4	0.7	3212	3675	3202	3192	242	10	247	compared
v1.9.0-beta12_container_rust	Rhodotorula_toruloides_NP11.stale_rnaseq_20260920																																							no_samples_row
v1.9.0-beta12_container_rust	Saccharomyces_cerevisiae_S288C	GCF_000146045.2	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Saccharomyces_cerevisiae_S288C/predict_results/Saccharomyces_cerevisiae_S288C.gff3	5545	95.1	93.2	2.0	1.7	3.2	2137	results/reference_annotations/.cache/GCF_000146045.2_R64_genomic.gff	6459	90.6	99.8	75.5	92.0	13.2	70.1	13.1	68.2	80.8	94.4	82.1	94.4	17.1	0.4	84.0	14.9	13.3	0.3	5545	6459	5523	5516	62	22	856	compared
v1.9.0-beta12_container_rust	Schizophyllum_commune_H4-8	GCF_000143185.2	Basidiomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Schizophyllum_commune_H4-8/predict_results/Schizophyllum_commune_H4-8.gff3	12724	92.1	91.2	0.9	1.6	6.3	2898	results/reference_annotations/.cache/GCF_000143185.2_Schco3_genomic.gff	16466	73.6	94.4	61.5	70.3	77.4	86.0	39.0	47.3	35.9	46.5	37.3	46.5	16.7	4.4	15.3	6.5	18.7	1.8	12724	16466	12603	12507	1058	121	2825	compared
v1.9.0-beta12_container_rust	Tilletiopsis_washingtonensis_MCA_4186	GCF_003144115.1	Basidiomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Tilletiopsis_washingtonensis_MCA_4186/predict_results/Tilletiopsis_washingtonensis_MCA_4186.gff3	6090	89.1	89.0	0.1	2.0	8.9	1764	results/reference_annotations/.cache/GCF_003144115.1_Tilwa1_genomic.gff	7053	79.9	92.9	71.0	72.3	89.9	88.4	61.4	65.0	54.8	63.5	56.4	63.5	7.4	4.5	6.2	8.0	11.6	2.9	6090	7053	5973	5914	834	117	608	compared
v1.9.0-beta12_container_rust	Umbelopsis_ramanniana_AG	GCF_025399195.1	Mucoromycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Umbelopsis_ramanniana_AG/predict_results/Umbelopsis_ramanniana_AG.gff3	9215	89.6	87.6	2.0	0.9	9.6	2449	results/reference_annotations/.cache/GCF_025399195.1_Umbra1_genomic.gff	10037	81.7	91.1	70.0	66.9	92.3	85.2	56.7	55.5	49.6	54.1	52.0	54.1	4.5	7.4	4.6	11.7	6.6	4.8	9215	10037	8843	8776	977	372	545	compared
v1.9.0-beta12_container_rust	Yarrowia_lipolytica_CLIB122	GCF_000002525.2	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Yarrowia_lipolytica_CLIB122/predict_results/Yarrowia_lipolytica_CLIB122.gff3	6750	92.2	91.8	0.4	2.7	5.1	2137	results/reference_annotations/.cache/GCF_000002525.2_ASM252v1_genomic.gff	7139	92.8	98.2	69.3	78.6	39.5	70.9	36.6	71.5	78.4	83.1	78.6	83.1	12.8	4.5	58.2	24.8	8.4	2.9	6750	7139	6562	6557	5	188	602	compared
v1.9.0-beta12_container_rust	Zygosaccharomyces_rouxii_CBS_732	GCF_000026365.1	Ascomycota	legacy	runs/v1.9.0-beta12_container_rust/genome_annotation/Zygosaccharomyces_rouxii_CBS_732/predict_results/Zygosaccharomyces_rouxii_CBS_732.gff3	4900	94.9	94.7	0.2	2.0	3.1	2137	results/reference_annotations/.cache/GCF_000026365.1_ASM2636v1_genomic.gff	5323	93.8	99.5	79.1	87.7	11.4	24.5	11.1	23.8	85.3	92.7	85.3	92.7	11.0	1.2	83.6	64.7	9.0	1.0	4900	5323	4855	4849	40	45	437	compared
