cell	genome	accession	phylum	refseq_annotation_release	query_gff3	query_gene_count	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	busco_n	ref_gff3	ref_gene_count	gffcompare_base_level_sensitivity	gffcompare_base_level_precision	gffcompare_exon_level_sensitivity	gffcompare_exon_level_precision	gffcompare_intron_level_sensitivity	gffcompare_intron_level_precision	gffcompare_intron_chain_level_sensitivity	gffcompare_intron_chain_level_precision	gffcompare_transcript_level_sensitivity	gffcompare_transcript_level_precision	gffcompare_locus_level_sensitivity	gffcompare_locus_level_precision	gffcompare_missed_exons_pct	gffcompare_novel_exons_pct	gffcompare_missed_introns_pct	gffcompare_novel_introns_pct	gffcompare_missed_loci_pct	gffcompare_novel_loci_pct	overlap_query_genes	overlap_ref_genes	overlap_query_genes_overlapping_ref	overlap_query_genes_overlap_same_strand	overlap_query_genes_overlap_opposite_strand	overlap_query_genes_no_overlap	overlap_ref_genes_not_recovered	compare_status
v1.9.0-rc1_container	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3206	66.9	66.8	0.1	3.2	29.9	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	87.9	98.6	71.6	69.3	81.9	76.8	31.1	35.1	32.1	36.8	32.2	36.8	8.9	5.7	8.5	14.2	8.4	0.7	3206	3675	3196	3186	241	10	247	compared
v1.9.0-rc1_container	Pyricularia_oryzae_70-15	GCF_000002495.2	Ascomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Pyricularia_oryzae_70-15/predict_results/Pyricularia_oryzae_70-15.gff3	10902	97.4	97.2	0.2	1.2	1.4	3817	results/reference_annotations/.cache/GCF_000002495.2_MG8_genomic.gff	13053	67.5	97.8	34.6	44.8	64.4	86.2	50.4	65.8	48.4	59.3	49.4	59.3	24.9	3.1	28.1	5.1	19.0	2.0	10902	13053	10733	10596	907	169	2391	compared
v1.9.0-rc1_container	Rhodotorula_graminis_WP1	GCF_001329695.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Rhodotorula_graminis_WP1/predict_results/Rhodotorula_graminis_WP1.gff3	7475	97.3	97.1	0.2	0.6	2.2	1764	results/reference_annotations/.cache/GCF_001329695.1_Rhoba1_1_genomic.gff	7373	92.0	86.8	80.8	74.7	90.2	82.4	51.0	49.5	51.3	50.6	51.6	50.6	3.2	9.3	3.9	11.9	1.7	3.6	7475	7373	7234	7209	211	241	110	compared
v1.9.0-rc1_container	Rhodotorula_toruloides_NP11	GCF_000320785.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Rhodotorula_toruloides_NP11/predict_results/Rhodotorula_toruloides_NP11.gff3	7774	96.8	96.6	0.2	1.5	1.6	1764	results/reference_annotations/.cache/GCF_000320785.1_RHOziaDV1.0_genomic.gff	8141	90.4	99.0	85.0	87.3	88.6	90.7	56.1	58.9	55.3	58.2	55.3	58.2	6.0	1.7	5.1	3.6	5.4	2.0	7774	8141	7610	7600	25	164	421	compared
v1.9.0-rc1_container	Spizellomyces_punctatus_DAOM_BR117	GCF_000182565.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Spizellomyces_punctatus_DAOM_BR117/predict_results/Spizellomyces_punctatus_DAOM_BR117.gff3	8324	90.2	89.2	1.1	2.5	7.3	758	results/reference_annotations/.cache/GCF_000182565.1_S_punctatus_V1_genomic.gff	9164	76.3	97.8	62.7	71.2	79.1	90.0	39.9	46.0	40.6	47.0	42.7	47.0	13.0	2.0	13.4	3.5	9.5	1.8	8324	9164	8216	8174	1334	108	668	compared
v1.9.0-rc1_container	Sporobolomyces_koalae_JCM15063	GCF_050403365.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Sporobolomyces_koalae_JCM15063/predict_results/Sporobolomyces_koalae_JCM15063.gff3	6489	93.3	93.3	0.0	1.8	5.0	1764	results/reference_annotations/.cache/GCF_050403365.1_S_koalae_JCM15063v1_genomic.gff	6590	92.7	98.5	83.1	85.7	85.6	88.5	50.6	51.6	50.0	50.7	50.0	50.7	6.3	2.6	5.1	3.3	4.0	3.8	6489	6590	6245	6243	20	244	252	compared
v1.9.0-rc1_container	Sporobolomyces_salmoneus_JCM6883	GCF_050403485.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Sporobolomyces_salmoneus_JCM6883/predict_results/Sporobolomyces_salmoneus_JCM6883.gff3	7256	92.5	92.5	0.1	2.4	5.0	1764	results/reference_annotations/.cache/GCF_050403485.1_S_salmoneus_JCM6883v1_genomic.gff	7657	89.7	98.8	84.6	87.4	87.9	90.5	55.8	58.0	54.0	56.9	54.0	56.9	7.0	2.8	5.4	3.4	7.8	3.6	7256	7657	7002	6996	12	254	594	compared
v1.9.0-rc1_container	Sugiyamaella_lignohabitans_CBS_10342	GCF_001640025.1	Ascomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Sugiyamaella_lignohabitans_CBS_10342/predict_results/Sugiyamaella_lignohabitans_CBS_10342.gff3	5924	93.5	93.0	0.5	2.2	4.3	2137	results/reference_annotations/.cache/GCF_001640025.1_ASM164002v2_genomic.gff	5341	95.4	84.1	55.5	32.7	26.3	1.6	23.0	1.8	57.7	52.0	57.7	52.0	4.9	40.9	25.4	95.0	3.6	17.6	5924	5341	4905	4883	114	1019	80	compared
v1.9.0-rc1_container	Synchytrium_microbalum_JEL517	GCF_006535985.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Synchytrium_microbalum_JEL517/predict_results/Synchytrium_microbalum_JEL517.gff3	8929	86.5	85.4	1.2	3.2	10.3	758	results/reference_annotations/.cache/GCF_006535985.1_ASM653598v1_genomic.gff	6304	93.5	73.7	84.7	67.8	86.1	70.4	49.1	35.5	49.4	34.9	49.4	34.9	7.3	25.5	4.9	24.0	4.3	32.9	8929	6304	6011	5996	29	2918	259	compared
v1.9.0-rc1_container	Talaromyces_stipitatus_ATCC_10500	GCF_000003125.1	Ascomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Talaromyces_stipitatus_ATCC_10500/predict_results/Talaromyces_stipitatus_ATCC_10500.gff3	11373	98.1	97.6	0.5	0.8	1.2	3546	results/reference_annotations/.cache/GCF_000003125.1_JCVI-TSTA1-3.0_genomic.gff	12559	77.6	97.4	51.1	63.1	67.3	85.6	45.9	65.6	46.7	54.8	49.6	54.8	19.2	4.6	25.7	5.9	13.6	3.0	11373	12559	11074	11034	804	299	1679	compared
v1.9.0-rc1_container	Tremella_mesenterica_Fries	GCF_000271645.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Tremella_mesenterica_Fries/predict_results/Tremella_mesenterica_Fries.gff3	7742	91.8	91.5	0.3	2.6	5.6	4284	results/reference_annotations/.cache/GCF_000271645.1_Treme1_genomic.gff	8291	85.3	85.6	67.4	69.5	76.6	78.3	32.5	34.6	32.8	35.1	32.8	35.1	12.0	11.3	13.3	11.3	13.1	6.9	7742	8291	7283	7207	174	459	1028	compared
v1.9.0-rc1_container	Uncinocarpus_reesii_1704	GCF_000003515.1	Ascomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Uncinocarpus_reesii_1704/predict_results/Uncinocarpus_reesii_1704.gff3	7569	90.9	90.7	0.2	4.2	4.9	3546	results/reference_annotations/.cache/GCF_000003515.1_ASM351v2_genomic.gff	7855	93.8	92.2	64.1	64.3	67.5	66.7	41.3	43.3	44.7	46.4	44.7	46.4	12.7	13.0	17.1	15.9	9.5	4.4	7569	7855	7296	7234	90	273	685	compared
v1.9.0-rc1_container	Wallemia_mellicola_CBS_633.66	GCF_000263375.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container/genome_annotation/Wallemia_mellicola_CBS_633.66/predict_results/Wallemia_mellicola_CBS_633.66.gff3	4939	86.5	86.2	0.3	2.4	11.1	1764	results/reference_annotations/.cache/GCF_000263375.1_Wallemia_sebi_v1.0_genomic.gff	5393	76.5	94.3	65.1	68.9	79.6	83.1	48.9	51.5	47.4	51.7	50.4	51.7	11.7	5.8	14.1	10.5	6.2	2.1	4939	5393	4867	4838	1415	72	252	compared
v1.9.0-rc1_container_rust	Aspergillus_clavatus_NRRL_1	GCF_000002715.2	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Aspergillus_clavatus_NRRL_1/predict_results/Aspergillus_clavatus_NRRL_1.gff3	8979	97.2	97.2	0.1	1.3	1.5	3546	results/reference_annotations/.cache/GCF_000002715.2_ASM271v1_genomic.gff	9352	96.5	98.2	82.5	83.5	85.2	85.0	67.0	68.2	69.4	72.3	69.4	72.3	6.3	4.5	6.8	6.4	5.1	1.4	8979	9352	8876	8856	28	103	459	compared
v1.9.0-rc1_container_rust	Blastomyces_dermatitidis_ER-3	GCF_000003525.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Blastomyces_dermatitidis_ER-3/predict_results/Blastomyces_dermatitidis_ER-3.gff3	8437	97.3	97.2	0.1	1.2	1.5	3546	results/reference_annotations/.cache/GCF_000003525.1_BD_ER3_V1_genomic.gff	9886	53.3	97.8	36.1	49.2	65.2	86.1	39.7	55.0	35.6	50.1	42.0	50.1	23.5	3.7	26.2	5.2	20.1	3.3	8437	9886	8236	8147	1789	201	1731	compared
v1.9.0-rc1_container_rust	Cystobasidium_minutum_MCA_4210	GCF_039999085.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Cystobasidium_minutum_MCA_4210/predict_results/Cystobasidium_minutum_MCA_4210.gff3	7167	91.0	90.8	0.2	1.9	7.0	1764	results/reference_annotations/.cache/GCF_039999085.1_Rhomi1_genomic.gff	7855	81.3	91.7	67.3	70.6	83.1	86.4	47.3	50.6	46.0	50.4	46.7	50.4	9.9	5.5	8.9	7.2	7.6	2.8	7167	7855	6983	6962	383	184	568	compared
v1.9.0-rc1_container_rust	Dactylellina_haptotyla_CBS_200.50	GCF_000441935.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Dactylellina_haptotyla_CBS_200.50/predict_results/Dactylellina_haptotyla_CBS_200.50.gff3	10839	93.1	93.1	0.0	2.8	4.2	1706	results/reference_annotations/.cache/GCF_000441935.1_MHA_v2_genomic.gff	10959	93.1	98.8	81.5	83.3	84.5	86.7	66.9	65.3	67.7	68.4	67.7	68.4	7.4	3.8	7.3	5.5	5.9	2.3	10839	10959	10631	10593	58	208	615	compared
v1.9.0-rc1_container_rust	Eremothecium_gossypii_ATCC_10895	GCF_000091025.4	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Eremothecium_gossypii_ATCC_10895/predict_results/Eremothecium_gossypii_ATCC_10895.gff3	4598	96.1	96.0	0.1	0.6	3.4	2137	results/reference_annotations/.cache/GCF_000091025.4_ASM9102v4_genomic.gff	5314	92.2	99.5	70.8	75.6	51.9	25.0	47.0	24.1	74.2	85.8	74.3	85.8	11.5	2.4	32.6	67.5	10.6	0.8	4598	5314	4576	4561	54	22	528	compared
v1.9.0-rc1_container_rust	Laccaria_bicolor_S238N-H82	GCF_000143565.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Laccaria_bicolor_S238N-H82/predict_results/Laccaria_bicolor_S238N-H82.gff3	15379	89.9	88.3	1.6	2.5	7.6	2898	results/reference_annotations/.cache/GCF_000143565.1_V1.0_genomic.gff	18213	76.0	77.1	47.0	55.7	54.9	65.0	18.1	21.1	18.1	21.5	18.1	21.5	31.9	20.6	33.6	21.7	30.1	18.1	15379	18213	12901	12601	512	2478	5221	compared
v1.9.0-rc1_container_rust	Leptographium_clavigerum_kw1407	GCF_000143105.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Leptographium_clavigerum_kw1407/predict_results/Leptographium_clavigerum_kw1407.gff3	7884	89.3	89.2	0.2	3.0	7.6	3817	results/reference_annotations/.cache/GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.gff	8311	87.1	97.8	64.2	72.2	67.1	78.2	50.2	52.4	52.9	55.8	52.9	55.8	16.2	4.3	21.1	8.2	12.0	3.3	7884	8311	7652	7626	94	232	946	compared
v1.9.0-rc1_container_rust	Letharia_columbiana_WasteWater2	GCF_014066305.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Letharia_columbiana_WasteWater2/predict_results/Letharia_columbiana_WasteWater2.gff3	11526	93.2	90.2	3.0	2.5	4.3	1706	results/reference_annotations/.cache/GCF_014066305.1_Lecol_v1.0_genomic.gff	13385	92.0	96.1	65.7	72.6	71.6	77.2	47.8	51.2	48.3	56.1	48.3	56.1	15.5	6.4	17.3	11.7	11.8	3.0	11526	13385	11263	11185	156	263	1458	compared
v1.9.0-rc1_container_rust	Mixia_osmundae_IAM_14324	GCF_000708205.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Mixia_osmundae_IAM_14324/predict_results/Mixia_osmundae_IAM_14324.gff3	6319	88.6	87.6	1.0	3.2	8.2	1764	results/reference_annotations/.cache/GCF_000708205.1_Mixia_osmundae_v1.0_genomic.gff	6838	84.3	97.6	56.8	67.1	68.9	83.4	36.6	38.9	35.8	38.7	37.1	38.7	16.7	2.2	21.1	5.8	11.8	1.1	6319	6838	6268	6252	1175	51	745	compared
v1.9.0-rc1_container_rust	Nakaseomyces_glabratus_CBS_138	GCF_000002545.3	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Nakaseomyces_glabratus_CBS_138/predict_results/Nakaseomyces_glabratus_CBS_138.gff3	5152	96.5	95.6	1.0	0.8	2.6	2137	results/reference_annotations/.cache/GCF_000002545.3_ASM254v2_genomic.gff	5458	96.8	98.8	80.2	78.2	25.3	7.2	24.0	7.6	82.7	87.7	82.8	87.7	5.9	4.9	53.9	86.3	4.7	1.1	5152	5458	5111	5095	29	41	242	compared
v1.9.0-rc1_container_rust	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3214	66.8	66.8	0.1	3.3	29.9	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	87.8	98.6	71.4	69.0	81.7	76.6	31.1	35.0	32.2	36.8	32.3	36.8	8.9	5.7	8.5	14.3	8.4	0.7	3214	3675	3204	3194	240	10	249	compared
v1.9.0-rc1_container_rust	Pyricularia_oryzae_70-15	GCF_000002495.2	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Pyricularia_oryzae_70-15/predict_results/Pyricularia_oryzae_70-15.gff3	10899	97.5	97.2	0.2	1.2	1.4	3817	results/reference_annotations/.cache/GCF_000002495.2_MG8_genomic.gff	13053	67.5	97.8	34.6	44.8	64.4	86.1	50.4	65.8	48.4	59.2	49.4	59.2	24.9	3.1	28.1	5.2	19.0	2.0	10899	13053	10730	10593	907	169	2391	compared
v1.9.0-rc1_container_rust	Rhodotorula_graminis_WP1	GCF_001329695.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Rhodotorula_graminis_WP1/predict_results/Rhodotorula_graminis_WP1.gff3	7457	97.1	96.9	0.2	0.6	2.4	1764	results/reference_annotations/.cache/GCF_001329695.1_Rhoba1_1_genomic.gff	7373	91.8	86.8	80.5	74.8	89.9	82.5	50.9	49.5	51.2	50.7	51.5	50.7	3.5	9.2	4.2	11.8	2.0	3.6	7457	7373	7220	7194	210	237	129	compared
v1.9.0-rc1_container_rust	Rhodotorula_toruloides_NP11	GCF_000320785.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Rhodotorula_toruloides_NP11/predict_results/Rhodotorula_toruloides_NP11.gff3	7772	96.7	96.5	0.2	1.5	1.8	1764	results/reference_annotations/.cache/GCF_000320785.1_RHOziaDV1.0_genomic.gff	8141	90.4	99.0	85.0	87.4	88.7	90.7	56.0	58.9	55.4	58.2	55.4	58.2	6.0	1.6	5.1	3.6	5.5	2.0	7772	8141	7609	7599	25	163	423	compared
v1.9.0-rc1_container_rust	Spizellomyces_punctatus_DAOM_BR117	GCF_000182565.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Spizellomyces_punctatus_DAOM_BR117/predict_results/Spizellomyces_punctatus_DAOM_BR117.gff3	8302	90.2	89.2	1.1	2.5	7.3	758	results/reference_annotations/.cache/GCF_000182565.1_S_punctatus_V1_genomic.gff	9164	76.1	97.9	62.5	71.2	78.9	89.9	39.7	45.8	40.3	46.8	42.4	46.8	13.1	2.0	13.6	3.5	9.6	1.8	8302	9164	8194	8152	1331	108	683	compared
v1.9.0-rc1_container_rust	Sporobolomyces_koalae_JCM15063	GCF_050403365.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Sporobolomyces_koalae_JCM15063/predict_results/Sporobolomyces_koalae_JCM15063.gff3	6483	93.1	93.1	0.0	1.7	5.2	1764	results/reference_annotations/.cache/GCF_050403365.1_S_koalae_JCM15063v1_genomic.gff	6590	92.7	98.5	83.0	85.7	85.5	88.5	50.5	51.7	50.0	50.8	50.0	50.8	6.3	2.6	5.1	3.3	4.0	3.8	6483	6590	6238	6236	19	245	253	compared
v1.9.0-rc1_container_rust	Sporobolomyces_salmoneus_JCM6883	GCF_050403485.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Sporobolomyces_salmoneus_JCM6883/predict_results/Sporobolomyces_salmoneus_JCM6883.gff3	7260	92.6	92.6	0.1	2.4	5.0	1764	results/reference_annotations/.cache/GCF_050403485.1_S_salmoneus_JCM6883v1_genomic.gff	7657	89.7	98.8	84.6	87.4	87.9	90.5	55.8	58.0	54.0	57.0	54.0	57.0	7.0	2.8	5.4	3.4	7.8	3.6	7260	7657	7007	7001	12	253	594	compared
v1.9.0-rc1_container_rust	Sugiyamaella_lignohabitans_CBS_10342	GCF_001640025.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Sugiyamaella_lignohabitans_CBS_10342/predict_results/Sugiyamaella_lignohabitans_CBS_10342.gff3	5922	93.4	92.9	0.5	2.2	4.3	2137	results/reference_annotations/.cache/GCF_001640025.1_ASM164002v2_genomic.gff	5341	95.4	84.1	55.4	32.6	26.3	1.6	23.0	1.8	57.6	52.0	57.6	52.0	4.9	40.9	25.4	95.0	3.6	17.6	5922	5341	4905	4882	115	1017	80	compared
v1.9.0-rc1_container_rust	Synchytrium_microbalum_JEL517	GCF_006535985.1	Chytridiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Synchytrium_microbalum_JEL517/predict_results/Synchytrium_microbalum_JEL517.gff3	8918	87.1	85.9	1.2	2.9	10.0	758	results/reference_annotations/.cache/GCF_006535985.1_ASM653598v1_genomic.gff	6304	93.5	73.7	84.6	67.8	86.1	70.4	49.2	35.5	49.4	34.9	49.4	34.9	7.3	25.5	4.9	24.1	4.3	32.8	8918	6304	6012	5997	27	2906	261	compared
v1.9.0-rc1_container_rust	Talaromyces_stipitatus_ATCC_10500	GCF_000003125.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Talaromyces_stipitatus_ATCC_10500/predict_results/Talaromyces_stipitatus_ATCC_10500.gff3	11366	98.1	97.6	0.5	0.8	1.2	3546	results/reference_annotations/.cache/GCF_000003125.1_JCVI-TSTA1-3.0_genomic.gff	12559	77.6	97.4	51.1	63.1	67.3	85.6	45.9	65.6	46.7	54.9	49.7	54.9	19.2	4.6	25.7	5.9	13.7	3.0	11366	12559	11067	11027	803	299	1689	compared
v1.9.0-rc1_container_rust	Tremella_mesenterica_Fries	GCF_000271645.1	Basidiomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Tremella_mesenterica_Fries/predict_results/Tremella_mesenterica_Fries.gff3	7683	91.4	91.2	0.3	2.6	6.0	4284	results/reference_annotations/.cache/GCF_000271645.1_Treme1_genomic.gff	8291	84.9	85.6	67.0	69.5	76.1	78.3	32.3	34.6	32.6	35.2	32.6	35.2	12.6	11.3	13.8	11.3	13.6	6.9	7683	8291	7229	7153	173	454	1071	compared
v1.9.0-rc1_container_rust	Uncinocarpus_reesii_1704	GCF_000003515.1	Ascomycota	legacy	runs/v1.9.0-rc1_container_rust/genome_annotation/Uncinocarpus_reesii_1704/predict_results/Uncinocarpus_reesii_1704.gff3	7559	90.9	90.7	0.2	4.3	4.8	3546	results/reference_annotations/.cache/GCF_000003515.1_ASM351v2_genomic.gff	7855	93.8	92.2	64.0	64.3	67.5	66.6	41.3	43.3	44.7	46.4	44.7	46.4	12.8	13.0	17.2	15.9	9.5	4.4	7559	7855	7288	7227	90	271	688	compared
