cell	genome	accession	phylum	refseq_annotation_release	query_gff3	query_gene_count	busco_complete_pct	busco_single_pct	busco_duplicated_pct	busco_fragmented_pct	busco_missing_pct	busco_n	ref_gff3	ref_gene_count	gffcompare_base_level_sensitivity	gffcompare_base_level_precision	gffcompare_exon_level_sensitivity	gffcompare_exon_level_precision	gffcompare_intron_level_sensitivity	gffcompare_intron_level_precision	gffcompare_intron_chain_level_sensitivity	gffcompare_intron_chain_level_precision	gffcompare_transcript_level_sensitivity	gffcompare_transcript_level_precision	gffcompare_locus_level_sensitivity	gffcompare_locus_level_precision	gffcompare_missed_exons_pct	gffcompare_novel_exons_pct	gffcompare_missed_introns_pct	gffcompare_novel_introns_pct	gffcompare_missed_loci_pct	gffcompare_novel_loci_pct	overlap_query_genes	overlap_ref_genes	overlap_query_genes_overlapping_ref	overlap_query_genes_overlap_same_strand	overlap_query_genes_overlap_opposite_strand	overlap_query_genes_no_overlap	overlap_ref_genes_not_recovered	compare_status
v1.9.0-rc1_container.sif20260921	Cystobasidium_minutum_MCA_4210	GCF_039999085.1	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Cystobasidium_minutum_MCA_4210/predict_results/Cystobasidium_minutum_MCA_4210.gff3	7173	91.0	90.8	0.2	1.9	7.1	1764	results/reference_annotations/.cache/GCF_039999085.1_Rhomi1_genomic.gff	7855	81.4	91.7	67.3	70.6	83.1	86.4	47.4	50.6	46.0	50.5	46.7	50.5	9.9	5.5	8.8	7.1	7.6	2.8	7173	7855	6988	6967	382	185	564	compared
v1.9.0-rc1_container.sif20260921	Dactylellina_haptotyla_CBS_200.50	GCF_000441935.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Dactylellina_haptotyla_CBS_200.50/predict_results/Dactylellina_haptotyla_CBS_200.50.gff3	10844	93.0	93.0	0.0	2.8	4.2	1706	results/reference_annotations/.cache/GCF_000441935.1_MHA_v2_genomic.gff	10959	93.1	98.8	81.5	83.3	84.5	86.8	67.1	65.6	67.8	68.6	67.8	68.6	7.4	3.8	7.4	5.4	5.9	2.3	10844	10959	10634	10596	58	210	614	compared
v1.9.0-rc1_container.sif20260921	Drepanopeziza_brunnea_MB_m1	GCF_000298775.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Drepanopeziza_brunnea_MB_m1/predict_results/Drepanopeziza_brunnea_MB_m1.gff3	9415	98.5	98.4	0.1	0.9	0.6	3234	results/reference_annotations/.cache/GCF_000298775.1_ASM29877v1_genomic.gff	10025	89.8	98.0	65.1	78.4	65.9	83.9	52.3	57.5	55.7	59.3	55.7	59.3	20.8	4.2	25.4	5.1	11.7	3.1	9415	10025	9216	9130	97	199	1118	compared
v1.9.0-rc1_container.sif20260921	Eremothecium_gossypii_ATCC_10895	GCF_000091025.4	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Eremothecium_gossypii_ATCC_10895/predict_results/Eremothecium_gossypii_ATCC_10895.gff3	4599	96.1	96.0	0.1	0.6	3.3	2137	results/reference_annotations/.cache/GCF_000091025.4_ASM9102v4_genomic.gff	5314	92.2	99.5	70.8	75.5	51.6	24.9	46.7	24.0	74.2	85.8	74.3	85.8	11.5	2.3	32.9	67.6	10.6	0.8	4599	5314	4577	4562	54	22	528	compared
v1.9.0-rc1_container.sif20260921	Fusarium_oxysporum_4287	GCF_000149955.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Fusarium_oxysporum_4287/predict_results/Fusarium_oxysporum_4287.gff3	17296	95.7	94.9	0.7	2.3	2.0	3817	results/reference_annotations/.cache/GCF_000149955.1_ASM14995v2_genomic.gff	21344	61.6	97.3	36.2	50.7	65.0	82.7	38.0	61.7	36.9	59.2	48.0	59.2	23.0	3.3	26.7	8.4	20.6	1.9	17296	21344	17037	16968	2595	259	4106	compared
v1.9.0-rc1_container.sif20260921	Fusarium_verticillioides_7600	GCF_000149555.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Fusarium_verticillioides_7600/predict_results/Fusarium_verticillioides_7600.gff3	14986	96.9	96.7	0.2	1.8	1.3	3817	results/reference_annotations/.cache/GCF_000149555.1_ASM14955v1_genomic.gff	16286	69.9	98.2	47.8	56.3	80.1	85.3	48.9	69.5	47.5	66.4	61.2	66.4	12.4	4.5	15.5	11.0	7.6	2.1	14986	16286	14761	14668	1983	225	1083	compared
v1.9.0-rc1_container.sif20260921	Gaeumannomyces_tritici_R3-111a-1	GCF_000145635.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Gaeumannomyces_tritici_R3-111a-1/predict_results/Gaeumannomyces_tritici_R3-111a-1.gff3	11396	94.3	94.0	0.3	3.4	2.4	3817	results/reference_annotations/.cache/GCF_000145635.1_Gae_graminis_V2_genomic.gff	14669	62.5	97.9	33.0	40.3	65.7	76.9	46.0	56.5	40.1	52.6	40.8	52.6	26.1	5.3	27.2	15.2	23.4	2.3	11396	14669	11252	11101	1212	144	3172	compared
v1.9.0-rc1_container.sif20260921	Kluyveromyces_lactis_NRRL_Y-1140	GCF_000002515.2	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Kluyveromyces_lactis_NRRL_Y-1140/predict_results/Kluyveromyces_lactis_NRRL_Y-1140.gff3	4827	93.9	93.8	0.1	1.9	4.2	2137	results/reference_annotations/.cache/GCF_000002515.2_ASM251v1_genomic.gff	5335	94.5	99.2	80.1	91.3	12.2	50.9	12.7	50.9	85.6	94.6	85.7	94.6	12.8	1.2	84.6	35.8	10.6	1.1	4827	5335	4774	4772	30	53	540	compared
v1.9.0-rc1_container.sif20260921	Laccaria_bicolor_S238N-H82	GCF_000143565.1	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Laccaria_bicolor_S238N-H82/predict_results/Laccaria_bicolor_S238N-H82.gff3	15705	90.1	88.4	1.7	2.5	7.4	2898	results/reference_annotations/.cache/GCF_000143565.1_V1.0_genomic.gff	18213	77.2	76.9	47.7	55.4	55.7	64.8	18.3	20.9	18.4	21.4	18.4	21.4	30.8	20.8	32.6	21.9	28.8	18.2	15705	18213	13147	12843	516	2558	4980	compared
v1.9.0-rc1_container.sif20260921	Lachancea_thermotolerans_CBS_6340	GCF_000142805.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Lachancea_thermotolerans_CBS_6340/predict_results/Lachancea_thermotolerans_CBS_6340.gff3	4735	89.8	89.8	0.1	2.9	7.3	2137	results/reference_annotations/.cache/GCF_000142805.1_ASM14280v1_genomic.gff	5384	89.1	99.3	71.3	84.6	17.0	65.9	16.2	65.1	79.7	90.6	79.7	90.6	16.0	1.3	80.6	25.0	13.0	1.1	4735	5384	4686	4683	26	49	672	compared
v1.9.0-rc1_container.sif20260921	Leptographium_clavigerum_kw1407	GCF_000143105.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Leptographium_clavigerum_kw1407/predict_results/Leptographium_clavigerum_kw1407.gff3	7923	89.7	89.5	0.2	3.0	7.3	3817	results/reference_annotations/.cache/GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.gff	8311	87.6	97.8	64.6	72.2	67.5	78.2	50.5	52.4	53.2	55.8	53.2	55.8	15.7	4.3	20.7	8.3	11.5	3.3	7923	8311	7691	7666	92	232	909	compared
v1.9.0-rc1_container.sif20260921	Letharia_columbiana_WasteWater2	GCF_014066305.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Letharia_columbiana_WasteWater2/predict_results/Letharia_columbiana_WasteWater2.gff3	11532	93.3	90.3	3.0	2.5	4.3	1706	results/reference_annotations/.cache/GCF_014066305.1_Lecol_v1.0_genomic.gff	13385	91.9	96.0	65.7	72.6	71.6	77.2	47.8	51.2	48.4	56.2	48.4	56.2	15.5	6.4	17.3	11.7	11.8	3.0	11532	13385	11269	11191	156	263	1457	compared
v1.9.0-rc1_container.sif20260921	Lipomyces_tetrasporus_NRRL_Y-64009	GCF_029532465.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Lipomyces_tetrasporus_NRRL_Y-64009/predict_results/Lipomyces_tetrasporus_NRRL_Y-64009.gff3	7807	88.8	87.7	1.1	4.9	6.3	2137	results/reference_annotations/.cache/GCF_029532465.1_Liptet1_genomic.gff	8094	78.9	96.2	51.4	52.0	84.1	83.9	64.8	64.4	56.4	58.4	57.1	58.4	8.9	5.4	11.6	11.8	6.2	3.7	7807	8094	7562	7519	279	245	475	compared
v1.9.0-rc1_container.sif20260921	Malassezia_globosa_CBS_7966	GCF_000181695.2	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Malassezia_globosa_CBS_7966/predict_results/Malassezia_globosa_CBS_7966.gff3	4314	83.0	83.0	0.1	3.2	13.8	1764	results/reference_annotations/.cache/GCF_000181695.2_ASM18169v2_genomic.gff	4278	94.3	89.0	56.4	42.1	66.3	32.9	35.8	20.8	55.2	54.7	55.2	54.7	8.9	28.6	19.6	58.3	4.8	10.2	4314	4278	3908	3872	100	406	157	compared
v1.9.0-rc1_container.sif20260921	Malassezia_sympodialis_ATCC_42132	GCF_000349305.1	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Malassezia_sympodialis_ATCC_42132/predict_results/Malassezia_sympodialis_ATCC_42132.gff3	3634	70.7	70.7	0.1	6.0	23.3	1764	results/reference_annotations/.cache/GCF_000349305.1_ASM34930v2_genomic.gff	3318	87.7	84.2	32.0	26.3	34.3	24.4	15.2	13.5	23.8	23.1	23.8	23.1	15.6	25.1	37.1	54.3	7.7	14.4	3634	3318	3015	2975	160	619	198	compared
v1.9.0-rc1_container.sif20260921	Mixia_osmundae_IAM_14324	GCF_000708205.1	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Mixia_osmundae_IAM_14324/predict_results/Mixia_osmundae_IAM_14324.gff3	6337	88.5	87.6	1.0	3.3	8.2	1764	results/reference_annotations/.cache/GCF_000708205.1_Mixia_osmundae_v1.0_genomic.gff	6838	84.4	97.6	56.8	67.0	68.9	83.3	36.6	38.8	35.8	38.6	37.0	38.6	16.5	2.2	21.0	5.8	11.6	1.1	6337	6838	6286	6269	1178	51	732	compared
v1.9.0-rc1_container.sif20260921	Morchella_importuna_M04M26	GCF_003444635.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Morchella_importuna_M04M26/predict_results/Morchella_importuna_M04M26.gff3	11824	93.7	92.4	1.2	3.0	3.3	1706	results/reference_annotations/.cache/GCF_003444635.1_ASM344463v2_genomic.gff	11642	89.9	91.0	67.4	71.8	73.9	80.8	50.1	50.1	49.7	49.0	49.8	49.0	16.5	11.5	20.6	13.4	11.2	13.9	11824	11642	10266	10198	132	1558	1197	compared
v1.9.0-rc1_container.sif20260921	Morchella_sextelata_SCLS	GCF_020137385.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Morchella_sextelata_SCLS/predict_results/Morchella_sextelata_SCLS.gff3	12491	94.9	93.0	1.9	2.3	2.8	1706	results/reference_annotations/.cache/GCF_020137385.1_ASM2013738v1_genomic.gff	13182	81.3	92.6	68.4	70.4	75.0	76.4	53.4	51.9	50.6	53.4	50.6	53.4	17.2	15.2	19.6	18.3	16.2	12.8	12491	13182	10973	10891	120	1518	2038	compared
v1.9.0-rc1_container.sif20260921	Mucor_mucedo_NRRL_3635	GCF_025094135.1	Mucoromycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Mucor_mucedo_NRRL_3635/predict_results/Mucor_mucedo_NRRL_3635.gff3	15019	93.7	92.7	1.0	1.2	5.1	2449	results/reference_annotations/.cache/GCF_025094135.1_Mucmuc1_genomic.gff	14225	83.5	83.5	63.2	56.9	81.0	71.8	49.2	44.9	46.1	43.7	47.1	43.7	11.0	18.4	12.9	22.4	9.1	16.6	15019	14225	12666	12536	789	2353	1127	compared
v1.9.0-rc1_container.sif20260921	Nakaseomyces_glabratus_CBS_138	GCF_000002545.3	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Nakaseomyces_glabratus_CBS_138/predict_results/Nakaseomyces_glabratus_CBS_138.gff3	5154	96.5	95.6	1.0	0.8	2.6	2137	results/reference_annotations/.cache/GCF_000002545.3_ASM254v2_genomic.gff	5458	96.7	98.8	80.0	77.9	25.3	7.1	24.0	7.5	82.6	87.5	82.6	87.5	5.9	5.0	53.9	86.6	4.7	1.1	5154	5458	5112	5096	28	42	243	compared
v1.9.0-rc1_container.sif20260921	Orbilia_oligospora_ATCC_24927	GCF_000225545.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Orbilia_oligospora_ATCC_24927/predict_results/Orbilia_oligospora_ATCC_24927.gff3	11676	94.3	94.1	0.2	2.3	3.4	1706	results/reference_annotations/.cache/GCF_000225545.1_AOL24927_1.0_genomic.gff	11479	95.9	96.5	85.1	76.3	92.8	80.0	69.3	63.2	66.6	65.5	66.6	65.5	2.5	10.2	2.4	15.4	1.7	5.9	11676	11479	11014	10991	43	662	158	compared
v1.9.0-rc1_container.sif20260921	Parastagonospora_nodorum_SN15	GCF_000146915.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Parastagonospora_nodorum_SN15/predict_results/Parastagonospora_nodorum_SN15.gff3	13487	92.4	92.3	0.1	4.2	3.5	3786	results/reference_annotations/.cache/GCF_000146915.1_ASM14691v2_genomic.gff	16087	86.7	90.4	40.0	43.3	48.9	50.0	24.5	30.0	28.0	33.4	28.0	33.4	20.8	15.5	30.2	26.1	18.3	2.5	13487	16087	13221	13138	422	266	2692	compared
v1.9.0-rc1_container.sif20260921	Phycomyces_blakesleeanus_NRRL_1555_-	GCF_001638985.1	Mucoromycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Phycomyces_blakesleeanus_NRRL_1555_-/predict_results/Phycomyces_blakesleeanus_NRRL_1555_-.gff3	14917	96.8	95.2	1.6	0.8	2.4	2449	results/reference_annotations/.cache/GCF_001638985.1_Phybl2_genomic.gff	16850	76.5	79.5	57.3	60.3	67.6	69.7	34.6	39.0	35.2	39.7	35.3	39.7	22.4	17.9	22.9	20.0	18.8	9.2	14917	16850	13962	13567	649	955	2826	compared
v1.9.0-rc1_container.sif20260921	Pneumocystis_murina_B123	GCF_000349005.2	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Pneumocystis_murina_B123/predict_results/Pneumocystis_murina_B123.gff3	3213	66.7	66.6	0.1	3.1	30.2	1706	results/reference_annotations/.cache/GCF_000349005.2_Pneumo_murina_B123_V4_genomic.gff	3675	88.0	98.6	72.0	69.8	82.1	77.3	31.9	35.9	33.0	37.7	33.0	37.7	8.8	5.6	8.5	13.8	8.4	0.7	3213	3675	3203	3193	238	10	249	compared
v1.9.0-rc1_container.sif20260921	Protomyces_lactucae-debilis_12-1054	GCF_002105105.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Protomyces_lactucae-debilis_12-1054/predict_results/Protomyces_lactucae-debilis_12-1054.gff3	5602	81.4	81.2	0.2	2.5	16.2	1706	results/reference_annotations/.cache/GCF_002105105.1_Prola1_genomic.gff	6767	80.2	90.8	34.3	39.2	54.8	57.8	41.3	42.4	40.6	49.0	42.5	49.0	18.4	7.6	32.6	30.5	14.5	4.1	5602	6767	5448	5375	886	154	842	compared
v1.9.0-rc1_container.sif20260921	Pseudogymnoascus_destructans_20631-21	GCF_000184105.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Pseudogymnoascus_destructans_20631-21/predict_results/Pseudogymnoascus_destructans_20631-21.gff3	8832	94.4	94.4	0.0	3.9	1.7	3234	results/reference_annotations/.cache/GCF_000184105.1_Geom_destructans_V1_genomic.gff	9223	70.4	96.3	44.1	43.1	83.4	78.4	59.5	58.1	51.6	54.3	52.0	54.3	10.9	8.3	11.5	16.8	10.4	6.9	8832	9223	8307	8221	708	525	866	compared
v1.9.0-rc1_container.sif20260921	Pyrenophora_teres_0-1	GCF_000166005.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Pyrenophora_teres_0-1/predict_results/Pyrenophora_teres_0-1.gff3	9786	88.2	87.6	0.6	2.3	9.5	3786	results/reference_annotations/.cache/GCF_000166005.1_PyrTer_1.0_genomic.gff	11799	89.8	98.7	76.6	81.1	84.7	82.9	63.1	74.8	64.1	77.2	64.1	77.2	12.0	5.3	9.7	11.4	13.8	2.2	9786	11799	9580	9571	197	206	1308	compared
v1.9.0-rc1_container.sif20260921	Pyrenophora_tritici-repentis_Pt-1C-BFP	GCF_000149985.1	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Pyrenophora_tritici-repentis_Pt-1C-BFP/predict_results/Pyrenophora_tritici-repentis_Pt-1C-BFP.gff3	11472	95.6	95.4	0.2	1.6	2.8	3786	results/reference_annotations/.cache/GCF_000149985.1_ASM14998v1_genomic.gff	12275	86.7	93.3	58.1	64.9	67.6	77.4	49.6	57.8	54.6	58.6	54.6	58.6	15.7	7.8	21.7	8.7	11.1	4.3	11472	12275	11024	10960	251	448	1264	compared
v1.9.0-rc1_container.sif20260921	Pyricularia_oryzae_70-15	GCF_000002495.2	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Pyricularia_oryzae_70-15/predict_results/Pyricularia_oryzae_70-15.gff3	10902	97.4	97.2	0.2	1.2	1.4	3817	results/reference_annotations/.cache/GCF_000002495.2_MG8_genomic.gff	13053	67.5	97.8	34.6	44.8	64.4	86.2	50.3	65.8	48.4	59.2	49.4	59.2	24.8	3.1	28.1	5.1	19.0	2.0	10902	13053	10733	10595	909	169	2390	compared
v1.9.0-rc1_container.sif20260921	Rhizopus_delemar_RA_99-880	GCF_000149305.1	Mucoromycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Rhizopus_delemar_RA_99-880/predict_results/Rhizopus_delemar_RA_99-880.gff3	14788	94.9	87.1	7.8	1.9	3.2	2449	results/reference_annotations/.cache/GCF_000149305.1_RO3_genomic.gff	17702	77.1	80.1	56.3	52.6	67.3	57.4	25.4	27.5	25.9	31.0	25.9	31.0	18.4	24.2	17.7	27.6	22.8	11.1	14788	17702	13341	13144	303	1447	3803	compared
v1.9.0-rc1_container.sif20260921	Rhodotorula_graminis_WP1	GCF_001329695.1	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Rhodotorula_graminis_WP1/predict_results/Rhodotorula_graminis_WP1.gff3	7477	97.2	97.1	0.2	0.6	2.2	1764	results/reference_annotations/.cache/GCF_001329695.1_Rhoba1_1_genomic.gff	7373	92.0	86.8	80.8	74.8	90.2	82.5	50.9	49.4	51.2	50.6	51.5	50.6	3.2	9.3	3.9	11.9	1.7	3.6	7477	7373	7235	7211	212	242	112	compared
v1.9.0-rc1_container.sif20260921	Rhodotorula_toruloides_NP11	GCF_000320785.1	Basidiomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Rhodotorula_toruloides_NP11/predict_results/Rhodotorula_toruloides_NP11.gff3	7780	96.8	96.5	0.2	1.6	1.6	1764	results/reference_annotations/.cache/GCF_000320785.1_RHOziaDV1.0_genomic.gff	8141	90.4	99.0	85.1	87.4	88.7	90.8	56.2	59.0	55.5	58.3	55.5	58.3	6.0	1.6	5.1	3.6	5.4	2.0	7780	8141	7616	7606	25	164	420	compared
v1.9.0-rc1_container.sif20260921	Saccharomyces_cerevisiae_S288C	GCF_000146045.2	Ascomycota	legacy	archive/v1.9.0-rc1_container.sif20260921/genome_annotation/Saccharomyces_cerevisiae_S288C/predict_results/Saccharomyces_cerevisiae_S288C.gff3	5620	97.8	95.7	2.2	0.6	1.6	2137	results/reference_annotations/.cache/GCF_000146045.2_R64_genomic.gff	6459	92.7	99.7	78.1	87.7	48.7	37.5	46.9	37.9	80.6	92.8	81.9	92.8	12.5	1.7	42.0	54.1	10.4	0.2	5620	6459	5602	5598	64	18	670	compared
